"category","demo_code","char_text","year","mean"
"Mortgage principal paid, owned property","LB11","Region of residence: west",2013,-2216
"Natural gas","LB11","Region of residence: midwest",1984,462
"Natural gas","LB11","Region of residence: midwest",1985,423
"Natural gas","LB11","Region of residence: midwest",1986,403
"Natural gas","LB11","Region of residence: midwest",1987,342
"Natural gas","LB11","Region of residence: midwest",1988,354
"Natural gas","LB11","Region of residence: midwest",1989,379
"Natural gas","LB11","Region of residence: midwest",1990,373
"Natural gas","LB11","Region of residence: midwest",1991,359
"Natural gas","LB11","Region of residence: midwest",1992,382
"Natural gas","LB11","Region of residence: midwest",1993,437
"Natural gas","LB11","Region of residence: midwest",1994,419
"Natural gas","LB11","Region of residence: midwest",1995,394
"Natural gas","LB11","Region of residence: midwest",1996,430
"Natural gas","LB11","Region of residence: midwest",1997,446
"Natural gas","LB11","Region of residence: midwest",1998,401
"Natural gas","LB11","Region of residence: midwest",1999,378
"Natural gas","LB11","Region of residence: midwest",2000,430
"Natural gas","LB11","Region of residence: midwest",2001,586
"Natural gas","LB11","Region of residence: midwest",2002,458
"Natural gas","LB11","Region of residence: midwest",2003,593
"Natural gas","LB11","Region of residence: midwest",2004,631
"Natural gas","LB11","Region of residence: midwest",2005,725
"Natural gas","LB11","Region of residence: midwest",2006,775
"Natural gas","LB11","Region of residence: midwest",2007,689
"Natural gas","LB11","Region of residence: midwest",2008,807
"Natural gas","LB11","Region of residence: midwest",2009,695
"Natural gas","LB11","Region of residence: midwest",2010,619
"Natural gas","LB11","Region of residence: midwest",2011,600
"Natural gas","LB11","Region of residence: midwest",2012,503
"Natural gas","LB11","Region of residence: midwest",2013,555
"Natural gas","LB11","Region of residence: northeast",1984,331
"Natural gas","LB11","Region of residence: northeast",1985,317
"Natural gas","LB11","Region of residence: northeast",1986,287
"Natural gas","LB11","Region of residence: northeast",1987,274
"Natural gas","LB11","Region of residence: northeast",1988,248
"Natural gas","LB11","Region of residence: northeast",1989,270
"Natural gas","LB11","Region of residence: northeast",1990,285
"Natural gas","LB11","Region of residence: northeast",1991,290
"Natural gas","LB11","Region of residence: northeast",1992,295
"Natural gas","LB11","Region of residence: northeast",1993,329
"Natural gas","LB11","Region of residence: northeast",1994,356
"Natural gas","LB11","Region of residence: northeast",1995,332
"Natural gas","LB11","Region of residence: northeast",1996,379
"Natural gas","LB11","Region of residence: northeast",1997,396
"Natural gas","LB11","Region of residence: northeast",1998,373
"Natural gas","LB11","Region of residence: northeast",1999,363
"Natural gas","LB11","Region of residence: northeast",2000,413
"Natural gas","LB11","Region of residence: northeast",2001,498
"Natural gas","LB11","Region of residence: northeast",2002,450
"Natural gas","LB11","Region of residence: northeast",2003,512
"Natural gas","LB11","Region of residence: northeast",2004,564
"Natural gas","LB11","Region of residence: northeast",2005,621
"Natural gas","LB11","Region of residence: northeast",2006,658
"Natural gas","LB11","Region of residence: northeast",2007,653
"Natural gas","LB11","Region of residence: northeast",2008,727
"Natural gas","LB11","Region of residence: northeast",2009,719
"Natural gas","LB11","Region of residence: northeast",2010,624
"Natural gas","LB11","Region of residence: northeast",2011,596
"Natural gas","LB11","Region of residence: northeast",2012,504
"Natural gas","LB11","Region of residence: northeast",2013,562
"Natural gas","LB11","Region of residence: south",1984,162
"Natural gas","LB11","Region of residence: south",1985,134
"Natural gas","LB11","Region of residence: south",1986,135
"Natural gas","LB11","Region of residence: south",1987,145
"Natural gas","LB11","Region of residence: south",1988,153
"Natural gas","LB11","Region of residence: south",1989,153
"Natural gas","LB11","Region of residence: south",1990,150
"Natural gas","LB11","Region of residence: south",1991,152
"Natural gas","LB11","Region of residence: south",1992,156
"Natural gas","LB11","Region of residence: south",1993,172
"Natural gas","LB11","Region of residence: south",1994,168
"Natural gas","LB11","Region of residence: south",1995,159
"Natural gas","LB11","Region of residence: south",1996,187
"Natural gas","LB11","Region of residence: south",1997,185
"Natural gas","LB11","Region of residence: south",1998,171
"Natural gas","LB11","Region of residence: south",1999,157
"Natural gas","LB11","Region of residence: south",2000,190
"Natural gas","LB11","Region of residence: south",2001,272
"Natural gas","LB11","Region of residence: south",2002,203
"Natural gas","LB11","Region of residence: south",2003,243
"Natural gas","LB11","Region of residence: south",2004,255
"Natural gas","LB11","Region of residence: south",2005,294
"Natural gas","LB11","Region of residence: south",2006,312
"Natural gas","LB11","Region of residence: south",2007,285
"Natural gas","LB11","Region of residence: south",2008,297
"Natural gas","LB11","Region of residence: south",2009,266
"Natural gas","LB11","Region of residence: south",2010,260
"Natural gas","LB11","Region of residence: south",2011,243
"Natural gas","LB11","Region of residence: south",2012,211
"Natural gas","LB11","Region of residence: south",2013,225
"Natural gas","LB11","Region of residence: west",1984,262
"Natural gas","LB11","Region of residence: west",1985,263
"Natural gas","LB11","Region of residence: west",1986,205
"Natural gas","LB11","Region of residence: west",1987,195
"Natural gas","LB11","Region of residence: west",1988,203
"Natural gas","LB11","Region of residence: west",1989,212
"Natural gas","LB11","Region of residence: west",1990,212
"Natural gas","LB11","Region of residence: west",1991,233
"Natural gas","LB11","Region of residence: west",1992,209
"Natural gas","LB11","Region of residence: west",1993,215
"Natural gas","LB11","Region of residence: west",1994,232
"Natural gas","LB11","Region of residence: west",1995,234
"Natural gas","LB11","Region of residence: west",1996,228
"Natural gas","LB11","Region of residence: west",1997,238
"Natural gas","LB11","Region of residence: west",1998,258
"Natural gas","LB11","Region of residence: west",1999,253
"Natural gas","LB11","Region of residence: west",2000,272
"Natural gas","LB11","Region of residence: west",2001,373
"Natural gas","LB11","Region of residence: west",2002,298
"Natural gas","LB11","Region of residence: west",2003,320
"Natural gas","LB11","Region of residence: west",2004,365
"Natural gas","LB11","Region of residence: west",2005,375
"Natural gas","LB11","Region of residence: west",2006,423
"Natural gas","LB11","Region of residence: west",2007,437
"Natural gas","LB11","Region of residence: west",2008,464
"Natural gas","LB11","Region of residence: west",2009,424
"Natural gas","LB11","Region of residence: west",2010,406
"Natural gas","LB11","Region of residence: west",2011,387
"Natural gas","LB11","Region of residence: west",2012,347
"Natural gas","LB11","Region of residence: west",2013,374
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1990,-578
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1991,1404
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1992,-2182
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1993,-2446
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1994,-724
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1995,-131
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1996,-795
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1997,793
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1998,-2982
"Net change in total assets and liabilities","LB11","Region of residence: midwest",1999,-170
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2000,1558
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2001,-3373
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2002,-4104
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2003,-12042
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2004,-4219
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2005,-5995
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2006,-3149
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2007,-4713
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2008,-3503
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2009,-5401
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2010,-2686
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2011,-2257
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2012,-5074
"Net change in total assets and liabilities","LB11","Region of residence: midwest",2013,17828
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1990,-40
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1991,912
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1992,81
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1993,-968
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1994,741
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1995,-798
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1996,1306
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1997,2677
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1998,-2490
"Net change in total assets and liabilities","LB11","Region of residence: northeast",1999,-449
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2000,3948
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2001,1851
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2002,-2643
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2003,-13918
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2004,-6179
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2005,-5103
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2006,-8560
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2007,1517
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2008,-4756
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2009,512
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2010,-2806
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2011,-6695
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2012,-5825
"Net change in total assets and liabilities","LB11","Region of residence: northeast",2013,15250
"Net change in total assets and liabilities","LB11","Region of residence: south",1990,-613
"Net change in total assets and liabilities","LB11","Region of residence: south",1991,609
"Net change in total assets and liabilities","LB11","Region of residence: south",1992,-729
"Net change in total assets and liabilities","LB11","Region of residence: south",1993,-1101
"Net change in total assets and liabilities","LB11","Region of residence: south",1994,-895
"Net change in total assets and liabilities","LB11","Region of residence: south",1995,929
"Net change in total assets and liabilities","LB11","Region of residence: south",1996,-2508
"Net change in total assets and liabilities","LB11","Region of residence: south",1997,537
"Net change in total assets and liabilities","LB11","Region of residence: south",1998,395
"Net change in total assets and liabilities","LB11","Region of residence: south",1999,559
"Net change in total assets and liabilities","LB11","Region of residence: south",2000,-651
"Net change in total assets and liabilities","LB11","Region of residence: south",2001,-1331
"Net change in total assets and liabilities","LB11","Region of residence: south",2002,-4519
"Net change in total assets and liabilities","LB11","Region of residence: south",2003,-9354
"Net change in total assets and liabilities","LB11","Region of residence: south",2004,-5571
"Net change in total assets and liabilities","LB11","Region of residence: south",2005,-6580
"Net change in total assets and liabilities","LB11","Region of residence: south",2006,-3598
"Net change in total assets and liabilities","LB11","Region of residence: south",2007,-2549
"Net change in total assets and liabilities","LB11","Region of residence: south",2008,-1063
"Net change in total assets and liabilities","LB11","Region of residence: south",2009,-3418
"Net change in total assets and liabilities","LB11","Region of residence: south",2010,-2793
"Net change in total assets and liabilities","LB11","Region of residence: south",2011,-1635
"Net change in total assets and liabilities","LB11","Region of residence: south",2012,-3055
"Net change in total assets and liabilities","LB11","Region of residence: south",2013,9534
"Net change in total assets and liabilities","LB11","Region of residence: west",1990,-402
"Net change in total assets and liabilities","LB11","Region of residence: west",1991,-1329
"Net change in total assets and liabilities","LB11","Region of residence: west",1992,-3701
"Net change in total assets and liabilities","LB11","Region of residence: west",1993,-4874
"Net change in total assets and liabilities","LB11","Region of residence: west",1994,-1076
"Net change in total assets and liabilities","LB11","Region of residence: west",1995,-5245
"Net change in total assets and liabilities","LB11","Region of residence: west",1996,-4054
"Net change in total assets and liabilities","LB11","Region of residence: west",1997,908
"Net change in total assets and liabilities","LB11","Region of residence: west",1998,-3929
"Net change in total assets and liabilities","LB11","Region of residence: west",1999,337
"Net change in total assets and liabilities","LB11","Region of residence: west",2000,-1971
"Net change in total assets and liabilities","LB11","Region of residence: west",2001,-5195
"Net change in total assets and liabilities","LB11","Region of residence: west",2002,-11474
"Net change in total assets and liabilities","LB11","Region of residence: west",2003,-25369
"Net change in total assets and liabilities","LB11","Region of residence: west",2004,-15403
"Net change in total assets and liabilities","LB11","Region of residence: west",2005,-21689
"Net change in total assets and liabilities","LB11","Region of residence: west",2006,-15328
"Net change in total assets and liabilities","LB11","Region of residence: west",2007,-3583
"Net change in total assets and liabilities","LB11","Region of residence: west",2008,-8970
"Net change in total assets and liabilities","LB11","Region of residence: west",2009,-13568
"Net change in total assets and liabilities","LB11","Region of residence: west",2010,-10236
"Net change in total assets and liabilities","LB11","Region of residence: west",2011,2242
"Net change in total assets and liabilities","LB11","Region of residence: west",2012,-7890
"Net change in total assets and liabilities","LB11","Region of residence: west",2013,5024
"Net change in total liabilities","LB11","Region of residence: midwest",1984,456
"Net change in total liabilities","LB11","Region of residence: midwest",1985,823
"Net change in total liabilities","LB11","Region of residence: midwest",1986,364
"Net change in total liabilities","LB11","Region of residence: midwest",1987,1417
"Net change in total liabilities","LB11","Region of residence: midwest",1988,2667
"Net change in total liabilities","LB11","Region of residence: midwest",1989,1830
"Net change in total liabilities","LB11","Region of residence: midwest",1990,3440
"Net change in total liabilities","LB11","Region of residence: midwest",1991,1192
"Net change in total liabilities","LB11","Region of residence: midwest",1992,3627
"Net change in total liabilities","LB11","Region of residence: midwest",1993,6386
"Net change in total liabilities","LB11","Region of residence: midwest",1994,4044
"Net change in total liabilities","LB11","Region of residence: midwest",1995,3322
"Net change in total liabilities","LB11","Region of residence: midwest",1996,4921
"Net change in total liabilities","LB11","Region of residence: midwest",1997,3578
"Net change in total liabilities","LB11","Region of residence: midwest",1998,7352
"Net change in total liabilities","LB11","Region of residence: midwest",1999,4742
"Net change in total liabilities","LB11","Region of residence: midwest",2000,6401
"Net change in total liabilities","LB11","Region of residence: midwest",2001,8194
"Net change in total liabilities","LB11","Region of residence: midwest",2002,9152
"Net change in total liabilities","LB11","Region of residence: midwest",2003,17706
"Net change in total liabilities","LB11","Region of residence: midwest",2004,13144
"Net change in total liabilities","LB11","Region of residence: midwest",2005,12451
"Net change in total liabilities","LB11","Region of residence: midwest",2006,11757
"Net change in total liabilities","LB11","Region of residence: midwest",2007,12366
"Net change in total liabilities","LB11","Region of residence: midwest",2008,8937
"Net change in total liabilities","LB11","Region of residence: midwest",2009,10151
"Net change in total liabilities","LB11","Region of residence: midwest",2010,6977
"Net change in total liabilities","LB11","Region of residence: midwest",2011,7890
"Net change in total liabilities","LB11","Region of residence: midwest",2012,8612
"Net change in total liabilities","LB11","Region of residence: midwest",2013,7515
"Net change in total liabilities","LB11","Region of residence: northeast",1984,609
"Net change in total liabilities","LB11","Region of residence: northeast",1985,842
"Net change in total liabilities","LB11","Region of residence: northeast",1986,2248
"Net change in total liabilities","LB11","Region of residence: northeast",1987,848
"Net change in total liabilities","LB11","Region of residence: northeast",1988,2847
"Net change in total liabilities","LB11","Region of residence: northeast",1989,1855
"Net change in total liabilities","LB11","Region of residence: northeast",1990,2965
"Net change in total liabilities","LB11","Region of residence: northeast",1991,1408
"Net change in total liabilities","LB11","Region of residence: northeast",1992,3537
"Net change in total liabilities","LB11","Region of residence: northeast",1993,6750
"Net change in total liabilities","LB11","Region of residence: northeast",1994,3396
"Net change in total liabilities","LB11","Region of residence: northeast",1995,3209
"Net change in total liabilities","LB11","Region of residence: northeast",1996,3957
"Net change in total liabilities","LB11","Region of residence: northeast",1997,4767
"Net change in total liabilities","LB11","Region of residence: northeast",1998,8191
"Net change in total liabilities","LB11","Region of residence: northeast",1999,6768
"Net change in total liabilities","LB11","Region of residence: northeast",2000,3436
"Net change in total liabilities","LB11","Region of residence: northeast",2001,6002
"Net change in total liabilities","LB11","Region of residence: northeast",2002,10461
"Net change in total liabilities","LB11","Region of residence: northeast",2003,20880
"Net change in total liabilities","LB11","Region of residence: northeast",2004,12840
"Net change in total liabilities","LB11","Region of residence: northeast",2005,15279
"Net change in total liabilities","LB11","Region of residence: northeast",2006,17611
"Net change in total liabilities","LB11","Region of residence: northeast",2007,9619
"Net change in total liabilities","LB11","Region of residence: northeast",2008,10858
"Net change in total liabilities","LB11","Region of residence: northeast",2009,7370
"Net change in total liabilities","LB11","Region of residence: northeast",2010,8815
"Net change in total liabilities","LB11","Region of residence: northeast",2011,9116
"Net change in total liabilities","LB11","Region of residence: northeast",2012,8663
"Net change in total liabilities","LB11","Region of residence: northeast",2013,5636
"Net change in total liabilities","LB11","Region of residence: south",1984,1404
"Net change in total liabilities","LB11","Region of residence: south",1985,1214
"Net change in total liabilities","LB11","Region of residence: south",1986,1621
"Net change in total liabilities","LB11","Region of residence: south",1987,433
"Net change in total liabilities","LB11","Region of residence: south",1988,2663
"Net change in total liabilities","LB11","Region of residence: south",1989,3407
"Net change in total liabilities","LB11","Region of residence: south",1990,2560
"Net change in total liabilities","LB11","Region of residence: south",1991,2228
"Net change in total liabilities","LB11","Region of residence: south",1992,4042
"Net change in total liabilities","LB11","Region of residence: south",1993,4745
"Net change in total liabilities","LB11","Region of residence: south",1994,3433
"Net change in total liabilities","LB11","Region of residence: south",1995,3115
"Net change in total liabilities","LB11","Region of residence: south",1996,5545
"Net change in total liabilities","LB11","Region of residence: south",1997,4353
"Net change in total liabilities","LB11","Region of residence: south",1998,5003
"Net change in total liabilities","LB11","Region of residence: south",1999,4462
"Net change in total liabilities","LB11","Region of residence: south",2000,4508
"Net change in total liabilities","LB11","Region of residence: south",2001,5237
"Net change in total liabilities","LB11","Region of residence: south",2002,8308
"Net change in total liabilities","LB11","Region of residence: south",2003,14950
"Net change in total liabilities","LB11","Region of residence: south",2004,12505
"Net change in total liabilities","LB11","Region of residence: south",2005,15624
"Net change in total liabilities","LB11","Region of residence: south",2006,12805
"Net change in total liabilities","LB11","Region of residence: south",2007,9689
"Net change in total liabilities","LB11","Region of residence: south",2008,6785
"Net change in total liabilities","LB11","Region of residence: south",2009,8976
"Net change in total liabilities","LB11","Region of residence: south",2010,7201
"Net change in total liabilities","LB11","Region of residence: south",2011,5445
"Net change in total liabilities","LB11","Region of residence: south",2012,8074
"Net change in total liabilities","LB11","Region of residence: south",2013,7760
"Net change in total liabilities","LB11","Region of residence: west",1984,2574
"Net change in total liabilities","LB11","Region of residence: west",1985,1899
"Net change in total liabilities","LB11","Region of residence: west",1986,4712
"Net change in total liabilities","LB11","Region of residence: west",1987,3951
"Net change in total liabilities","LB11","Region of residence: west",1988,6640
"Net change in total liabilities","LB11","Region of residence: west",1989,6962
"Net change in total liabilities","LB11","Region of residence: west",1990,4898
"Net change in total liabilities","LB11","Region of residence: west",1991,5816
"Net change in total liabilities","LB11","Region of residence: west",1992,7680
"Net change in total liabilities","LB11","Region of residence: west",1993,9620
"Net change in total liabilities","LB11","Region of residence: west",1994,7932
"Net change in total liabilities","LB11","Region of residence: west",1995,7364
"Net change in total liabilities","LB11","Region of residence: west",1996,8556
"Net change in total liabilities","LB11","Region of residence: west",1997,6852
"Net change in total liabilities","LB11","Region of residence: west",1998,13424
"Net change in total liabilities","LB11","Region of residence: west",1999,10640
"Net change in total liabilities","LB11","Region of residence: west",2000,8150
"Net change in total liabilities","LB11","Region of residence: west",2001,12762
"Net change in total liabilities","LB11","Region of residence: west",2002,19269
"Net change in total liabilities","LB11","Region of residence: west",2003,33585
"Net change in total liabilities","LB11","Region of residence: west",2004,30754
"Net change in total liabilities","LB11","Region of residence: west",2005,39792
"Net change in total liabilities","LB11","Region of residence: west",2006,33889
"Net change in total liabilities","LB11","Region of residence: west",2007,22421
"Net change in total liabilities","LB11","Region of residence: west",2008,21969
"Net change in total liabilities","LB11","Region of residence: west",2009,21995
"Net change in total liabilities","LB11","Region of residence: west",2010,18295
"Net change in total liabilities","LB11","Region of residence: west",2011,14254
"Net change in total liabilities","LB11","Region of residence: west",2012,16354
"Net change in total liabilities","LB11","Region of residence: west",2013,15882
"Number of Earners","LB11","Region of residence: midwest",1984,1.4
"Number of Earners","LB11","Region of residence: midwest",1985,1.4
"Number of Earners","LB11","Region of residence: midwest",1986,1.3
"Number of Earners","LB11","Region of residence: midwest",1987,1.4
"Number of Earners","LB11","Region of residence: midwest",1988,1.4
"Number of Earners","LB11","Region of residence: midwest",1989,1.4
"Number of Earners","LB11","Region of residence: midwest",1990,1.4
"Number of Earners","LB11","Region of residence: midwest",1991,1.4
"Number of Earners","LB11","Region of residence: midwest",1992,1.4
"Number of Earners","LB11","Region of residence: midwest",1993,1.4
"Number of Earners","LB11","Region of residence: midwest",1994,1.3
"Number of Earners","LB11","Region of residence: midwest",1995,1.4
"Number of Earners","LB11","Region of residence: midwest",1996,1.4
"Number of Earners","LB11","Region of residence: midwest",1997,1.4
"Number of Earners","LB11","Region of residence: midwest",1998,1.4
"Number of Earners","LB11","Region of residence: midwest",1999,1.4
"Number of Earners","LB11","Region of residence: midwest",2000,1.4
"Number of Earners","LB11","Region of residence: midwest",2001,1.4
"Number of Earners","LB11","Region of residence: midwest",2002,1.4
"Number of Earners","LB11","Region of residence: midwest",2003,1.4
"Number of Earners","LB11","Region of residence: midwest",2004,1.4
"Number of Earners","LB11","Region of residence: midwest",2005,1.4
"Number of Earners","LB11","Region of residence: midwest",2006,1.4
"Number of Earners","LB11","Region of residence: midwest",2007,1.4
"Number of Earners","LB11","Region of residence: midwest",2008,1.3
"Number of Earners","LB11","Region of residence: midwest",2009,1.3
"Number of Earners","LB11","Region of residence: midwest",2010,1.3
"Number of Earners","LB11","Region of residence: midwest",2011,1.3
"Number of Earners","LB11","Region of residence: midwest",2012,1.3
"Number of Earners","LB11","Region of residence: midwest",2013,1.3
"Number of Earners","LB11","Region of residence: northeast",1984,1.3
"Number of Earners","LB11","Region of residence: northeast",1985,1.3
"Number of Earners","LB11","Region of residence: northeast",1986,1.4
"Number of Earners","LB11","Region of residence: northeast",1987,1.3
"Number of Earners","LB11","Region of residence: northeast",1988,1.3
"Number of Earners","LB11","Region of residence: northeast",1989,1.4
"Number of Earners","LB11","Region of residence: northeast",1990,1.4
"Number of Earners","LB11","Region of residence: northeast",1991,1.3
"Number of Earners","LB11","Region of residence: northeast",1992,1.3
"Number of Earners","LB11","Region of residence: northeast",1993,1.3
"Number of Earners","LB11","Region of residence: northeast",1994,1.2
"Number of Earners","LB11","Region of residence: northeast",1995,1.3
"Number of Earners","LB11","Region of residence: northeast",1996,1.3
"Number of Earners","LB11","Region of residence: northeast",1997,1.3
"Number of Earners","LB11","Region of residence: northeast",1998,1.3
"Number of Earners","LB11","Region of residence: northeast",1999,1.4
"Number of Earners","LB11","Region of residence: northeast",2000,1.3
"Number of Earners","LB11","Region of residence: northeast",2001,1.3
"Number of Earners","LB11","Region of residence: northeast",2002,1.3
"Number of Earners","LB11","Region of residence: northeast",2003,1.3
"Number of Earners","LB11","Region of residence: northeast",2004,1.3
"Number of Earners","LB11","Region of residence: northeast",2005,1.3
"Number of Earners","LB11","Region of residence: northeast",2006,1.3
"Number of Earners","LB11","Region of residence: northeast",2007,1.3
"Number of Earners","LB11","Region of residence: northeast",2008,1.3
"Number of Earners","LB11","Region of residence: northeast",2009,1.3
"Number of Earners","LB11","Region of residence: northeast",2010,1.3
"Number of Earners","LB11","Region of residence: northeast",2011,1.3
"Number of Earners","LB11","Region of residence: northeast",2012,1.3
"Number of Earners","LB11","Region of residence: northeast",2013,1.3
"Number of Earners","LB11","Region of residence: south",1984,1.4
"Number of Earners","LB11","Region of residence: south",1985,1.4
"Number of Earners","LB11","Region of residence: south",1986,1.4
"Number of Earners","LB11","Region of residence: south",1987,1.4
"Number of Earners","LB11","Region of residence: south",1988,1.4
"Number of Earners","LB11","Region of residence: south",1989,1.3
"Number of Earners","LB11","Region of residence: south",1990,1.4
"Number of Earners","LB11","Region of residence: south",1991,1.4
"Number of Earners","LB11","Region of residence: south",1992,1.3
"Number of Earners","LB11","Region of residence: south",1993,1.3
"Number of Earners","LB11","Region of residence: south",1994,1.3
"Number of Earners","LB11","Region of residence: south",1995,1.3
"Number of Earners","LB11","Region of residence: south",1996,1.3
"Number of Earners","LB11","Region of residence: south",1997,1.3
"Number of Earners","LB11","Region of residence: south",1998,1.3
"Number of Earners","LB11","Region of residence: south",1999,1.3
"Number of Earners","LB11","Region of residence: south",2000,1.3
"Number of Earners","LB11","Region of residence: south",2001,1.3
"Number of Earners","LB11","Region of residence: south",2002,1.3
"Number of Earners","LB11","Region of residence: south",2003,1.3
"Number of Earners","LB11","Region of residence: south",2004,1.3
"Number of Earners","LB11","Region of residence: south",2005,1.3
"Number of Earners","LB11","Region of residence: south",2006,1.3
"Number of Earners","LB11","Region of residence: south",2007,1.3
"Number of Earners","LB11","Region of residence: south",2008,1.3
"Number of Earners","LB11","Region of residence: south",2009,1.3
"Number of Earners","LB11","Region of residence: south",2010,1.2
"Number of Earners","LB11","Region of residence: south",2011,1.2
"Number of Earners","LB11","Region of residence: south",2012,1.2
"Number of Earners","LB11","Region of residence: south",2013,1.2
"Number of Earners","LB11","Region of residence: west",1984,1.4
"Number of Earners","LB11","Region of residence: west",1985,1.4
"Number of Earners","LB11","Region of residence: west",1986,1.4
"Number of Earners","LB11","Region of residence: west",1987,1.4
"Number of Earners","LB11","Region of residence: west",1988,1.4
"Number of Earners","LB11","Region of residence: west",1989,1.4
"Number of Earners","LB11","Region of residence: west",1990,1.4
"Number of Earners","LB11","Region of residence: west",1991,1.4
"Number of Earners","LB11","Region of residence: west",1992,1.4
"Number of Earners","LB11","Region of residence: west",1993,1.4
"Number of Earners","LB11","Region of residence: west",1994,1.4
"Number of Earners","LB11","Region of residence: west",1995,1.4
"Number of Earners","LB11","Region of residence: west",1996,1.4
"Number of Earners","LB11","Region of residence: west",1997,1.4
"Number of Earners","LB11","Region of residence: west",1998,1.4
"Number of Earners","LB11","Region of residence: west",1999,1.4
"Number of Earners","LB11","Region of residence: west",2000,1.4
"Number of Earners","LB11","Region of residence: west",2001,1.4
"Number of Earners","LB11","Region of residence: west",2002,1.4
"Number of Earners","LB11","Region of residence: west",2003,1.4
"Number of Earners","LB11","Region of residence: west",2004,1.4
"Number of Earners","LB11","Region of residence: west",2005,1.4
"Number of Earners","LB11","Region of residence: west",2006,1.4
"Number of Earners","LB11","Region of residence: west",2007,1.4
"Number of Earners","LB11","Region of residence: west",2008,1.4
"Number of Earners","LB11","Region of residence: west",2009,1.3
"Number of Earners","LB11","Region of residence: west",2010,1.3
"Number of Earners","LB11","Region of residence: west",2011,1.3
"Number of Earners","LB11","Region of residence: west",2012,1.4
"Number of Earners","LB11","Region of residence: west",2013,1.3
"Number of People in CU","LB11","Region of residence: midwest",1984,2.7
"Number of People in CU","LB11","Region of residence: midwest",1985,2.6
"Number of People in CU","LB11","Region of residence: midwest",1986,2.5
"Number of People in CU","LB11","Region of residence: midwest",1987,2.5
"Number of People in CU","LB11","Region of residence: midwest",1988,2.6
"Number of People in CU","LB11","Region of residence: midwest",1989,2.6
"Number of People in CU","LB11","Region of residence: midwest",1990,2.5
"Number of People in CU","LB11","Region of residence: midwest",1991,2.5
"Number of People in CU","LB11","Region of residence: midwest",1992,2.6
"Number of People in CU","LB11","Region of residence: midwest",1993,2.5
"Number of People in CU","LB11","Region of residence: midwest",1994,2.5
"Number of People in CU","LB11","Region of residence: midwest",1995,2.5
"Number of People in CU","LB11","Region of residence: midwest",1996,2.5
"Number of People in CU","LB11","Region of residence: midwest",1997,2.5
"Number of People in CU","LB11","Region of residence: midwest",1998,2.5
"Number of People in CU","LB11","Region of residence: midwest",1999,2.5
"Number of People in CU","LB11","Region of residence: midwest",2000,2.5
"Number of People in CU","LB11","Region of residence: midwest",2001,2.4
"Number of People in CU","LB11","Region of residence: midwest",2002,2.5
"Number of People in CU","LB11","Region of residence: midwest",2003,2.5
"Number of People in CU","LB11","Region of residence: midwest",2004,2.4
"Number of People in CU","LB11","Region of residence: midwest",2005,2.4
"Number of People in CU","LB11","Region of residence: midwest",2006,2.4
"Number of People in CU","LB11","Region of residence: midwest",2007,2.4
"Number of People in CU","LB11","Region of residence: midwest",2008,2.4
"Number of People in CU","LB11","Region of residence: midwest",2009,2.4
